date,amount,note
10/10/2022,26.91,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
25/04/2023,92.07,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
17/06/2022,46.36,consequat morbi a ipsum integer a nibh in quis justo maecenas
27/06/2022,90.9,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
18/01/2023,36.16,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
25/01/2023,92.7,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
17/03/2023,81.48,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
01/04/2023,70.98,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
11/06/2023,80.24,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
19/11/2022,53.23,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
23/09/2022,31.7,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
18/11/2022,48.7,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
02/04/2023,3.05,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
28/04/2023,5.02,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
23/04/2023,97.84,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
28/08/2022,17.42,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
11/05/2023,34.94,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
02/12/2022,28.53,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
16/08/2022,28.14,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
25/01/2023,38.4,magna vulputate luctus cum sociis natoque penatibus et magnis dis
23/09/2022,11.28,aliquet massa id lobortis convallis tortor risus dapibus augue vel
25/09/2022,81.56,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
07/10/2022,72.16,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
08/08/2022,60.96,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
13/04/2023,49.44,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
19/08/2022,29.7,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus
26/08/2022,15.46,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
04/10/2022,32.66,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
21/12/2022,68.23,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
25/02/2023,88.67,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
06/05/2023,84.27,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
03/12/2022,80.73,vel est donec odio justo sollicitudin ut suscipit a feugiat
25/09/2022,67.07,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
12/01/2023,77.79,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
27/04/2023,25.4,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
10/10/2022,17.26,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
05/10/2022,57.94,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
29/09/2022,35.88,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
28/06/2022,34.23,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
02/03/2023,28.85,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
04/11/2022,97.94,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
12/01/2023,45.43,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
10/10/2022,79.92,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
02/06/2023,36.62,sem duis aliquam convallis nunc proin at turpis a pede posuere
30/05/2023,42.38,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
26/11/2022,40.95,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
02/06/2023,93.09,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
08/10/2022,50.4,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
19/09/2022,62.65,quam pede lobortis ligula sit amet eleifend pede libero quis
11/11/2022,41.69,turpis enim blandit mi in porttitor pede justo eu massa
07/02/2023,60.32,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
17/03/2023,9.71,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
16/05/2023,76.0,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
21/02/2023,53.34,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
04/03/2023,13.29,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
23/04/2023,37.57,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
25/02/2023,90.48,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
13/12/2022,53.07,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
16/09/2022,92.97,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
12/10/2022,93.18,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
13/01/2023,86.56,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
06/01/2023,9.66,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
01/05/2023,95.78,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
11/04/2023,13.79,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
31/10/2022,26.29,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
26/06/2022,33.5,ligula nec sem duis aliquam convallis nunc proin at turpis a
28/04/2023,81.91,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
22/01/2023,6.05,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
07/07/2022,57.67,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
24/03/2023,75.17,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
27/03/2023,37.85,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
13/07/2022,20.99,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
23/01/2023,52.79,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
22/10/2022,72.53,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
21/08/2022,63.87,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
26/12/2022,22.46,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
11/05/2023,71.73,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
16/06/2022,8.92,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
23/12/2022,19.26,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
25/05/2023,3.24,a libero nam dui proin leo odio porttitor id consequat in consequat
11/12/2022,42.01,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
12/12/2022,75.31,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
03/09/2022,60.63,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
09/04/2023,35.58,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
30/09/2022,95.73,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
15/01/2023,36.92,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
08/08/2022,36.26,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
04/02/2023,54.14,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
01/05/2023,59.02,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
16/04/2023,75.2,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
15/10/2022,66.42,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
18/05/2023,87.89,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
15/12/2022,80.54,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
17/10/2022,62.6,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
07/10/2022,50.35,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
19/07/2022,36.37,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
26/11/2022,91.45,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
08/12/2022,14.19,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
27/12/2022,9.86,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
19/12/2022,63.62,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
10/04/2023,35.98,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
18/05/2023,57.23,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
14/08/2022,23.88,non velit donec diam neque vestibulum eget vulputate ut ultrices
02/01/2023,23.49,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
06/05/2023,62.56,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
03/01/2023,30.45,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
19/05/2023,56.45,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
28/06/2022,56.18,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
10/07/2022,60.71,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
29/03/2023,5.79,dapibus duis at velit eu est congue elementum in hac habitasse
27/11/2022,55.57,nisi eu orci mauris lacinia sapien quis libero nullam sit
12/05/2023,71.46,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
23/07/2022,74.63,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
28/08/2022,98.71,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
21/07/2022,99.44,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
18/01/2023,11.67,dui maecenas tristique est et tempus semper est quam pharetra
12/05/2023,2.3,quis libero nullam sit amet turpis elementum ligula vehicula consequat
08/11/2022,71.89,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
29/11/2022,16.56,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
18/02/2023,99.3,pede justo lacinia eget tincidunt eget tempus vel pede morbi
19/06/2022,75.74,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
16/11/2022,67.22,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
11/08/2022,90.05,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
13/10/2022,35.02,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
06/08/2022,51.49,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
06/12/2022,66.27,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
13/12/2022,74.7,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
01/01/2023,98.58,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
21/04/2023,71.98,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
24/04/2023,72.6,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
17/08/2022,48.87,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
12/08/2022,64.75,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
09/04/2023,95.37,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
10/07/2022,1.82,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
21/09/2022,38.49,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
31/08/2022,52.31,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
02/03/2023,37.67,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
04/04/2023,55.86,dapibus duis at velit eu est congue elementum in hac habitasse
18/04/2023,82.99,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
06/06/2023,95.08,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
18/10/2022,26.76,ligula suspendisse ornare consequat lectus in est risus auctor sed
17/03/2023,65.85,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
22/04/2023,58.8,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
02/01/2023,39.19,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
05/01/2023,51.58,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
14/04/2023,92.4,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
08/09/2022,56.7,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
17/05/2023,85.56,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
31/12/2022,63.85,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
03/04/2023,23.65,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
09/08/2022,88.7,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
24/04/2023,65.21,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
02/10/2022,94.45,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
29/05/2023,35.14,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
23/08/2022,53.06,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
07/02/2023,2.26,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
06/09/2022,61.33,iaculis diam erat fermentum justo nec condimentum neque sapien placerat
10/09/2022,31.29,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
25/12/2022,54.78,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
27/06/2022,44.01,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
30/03/2023,26.57,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
10/05/2023,20.4,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
22/06/2022,20.43,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
01/09/2022,45.73,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
01/04/2023,37.89,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
06/06/2023,44.66,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
20/06/2022,57.5,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
15/03/2023,88.52,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
06/11/2022,10.34,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
12/11/2022,66.0,sit amet consectetuer adipiscing elit proin interdum mauris non ligula
03/10/2022,53.7,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
29/10/2022,40.93,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
15/08/2022,62.01,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
31/08/2022,64.55,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
04/05/2023,43.34,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
09/04/2023,2.13,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
10/03/2023,45.8,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
16/05/2023,24.18,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
24/11/2022,76.4,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
05/01/2023,37.82,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
02/02/2023,39.25,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
20/07/2022,67.78,id consequat in consequat ut nulla sed accumsan felis ut at dolor
26/09/2022,78.82,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
25/10/2022,94.41,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
16/03/2023,31.62,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
19/06/2022,27.43,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
25/01/2023,25.36,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
07/10/2022,1.95,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
19/12/2022,74.64,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
10/06/2023,65.07,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
09/10/2022,94.85,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
05/03/2023,6.43,massa volutpat convallis morbi odio odio elementum eu interdum eu
28/04/2023,74.32,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
27/02/2023,27.42,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
06/07/2022,4.0,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
01/02/2023,82.99,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
31/05/2023,46.95,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
21/06/2022,77.93,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
18/11/2022,83.32,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
29/06/2022,90.22,in porttitor pede justo eu massa donec dapibus duis at
07/02/2023,24.11,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
07/10/2022,44.18,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
01/11/2022,10.05,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
02/03/2023,42.81,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
25/10/2022,86.57,in ante vestibulum ante ipsum primis in faucibus orci luctus
23/10/2022,15.9,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
25/05/2023,55.46,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
20/11/2022,4.94,est quam pharetra magna ac consequat metus sapien ut nunc
02/03/2023,92.07,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
17/07/2022,71.53,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
02/03/2023,67.84,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
03/10/2022,36.81,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
10/02/2023,58.87,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
18/12/2022,18.99,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
18/12/2022,44.07,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
03/11/2022,62.47,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
07/08/2022,96.57,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
20/01/2023,91.77,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
20/01/2023,44.53,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
12/07/2022,97.54,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
01/01/2023,54.25,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
05/06/2023,99.41,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
31/03/2023,93.04,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
30/12/2022,13.74,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
12/07/2022,10.89,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
26/10/2022,30.37,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
22/05/2023,11.84,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
17/01/2023,44.8,nulla suscipit ligula in lacus curabitur at ipsum ac tellus
02/02/2023,2.35,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
03/10/2022,4.99,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
27/06/2022,62.42,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
21/03/2023,18.58,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
01/01/2023,98.26,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
22/02/2023,15.46,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
18/07/2022,19.13,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
08/08/2022,13.96,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
14/04/2023,48.76,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
03/03/2023,29.04,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
27/01/2023,98.7,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
22/12/2022,23.13,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
04/05/2023,54.53,sit amet sem fusce consequat nulla nisl nunc nisl duis
31/10/2022,49.53,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
14/02/2023,83.73,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
15/01/2023,97.06,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
13/10/2022,7.71,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
09/09/2022,61.93,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
09/04/2023,73.15,eu massa donec dapibus duis at velit eu est congue elementum in
17/05/2023,49.18,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
08/01/2023,72.3,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
27/10/2022,34.23,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
25/05/2023,81.61,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
07/07/2022,26.85,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
04/02/2023,27.05,maecenas tristique est et tempus semper est quam pharetra magna ac consequat
21/01/2023,60.11,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
20/06/2022,24.86,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
14/12/2022,16.9,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
31/12/2022,13.79,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
24/06/2022,57.0,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
07/07/2022,55.86,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
30/07/2022,53.85,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
28/07/2022,1.66,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
13/10/2022,69.28,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
17/04/2023,30.0,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
